Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,1308.4000244140625,1318.9000244140625,1303.0,1309.949951171875,1280.676025390625,3123998
2020-01-02,1312.0,1348.0,1311.0,1345.300048828125,1315.2362060546875,4335359
2020-01-03,1344.949951171875,1344.949951171875,1330.1500244140625,1335.050048828125,1305.2152099609375,2059871
2020-01-06,1331.0,1332.0,1314.0999755859375,1316.75,1287.3240966796875,2646905
2020-01-07,1328.0,1339.5,1313.75,1320.5,1290.9903564453125,2077893
2020-01-08,1302.0,1308.699951171875,1283.3499755859375,1291.550048828125,1262.6873779296875,4147568
2020-01-09,1311.0,1319.9000244140625,1305.0999755859375,1316.1500244140625,1286.737548828125,2067779
2020-01-10,1319.0,1335.949951171875,1319.0,1324.5999755859375,1294.9986572265625,2360798
2020-01-13,1329.0,1339.4000244140625,1328.699951171875,1334.699951171875,1304.8729248046875,1825244
2020-01-14,1329.800048828125,1331.0,1315.0999755859375,1326.0999755859375,1296.4652099609375,2046500
2020-01-15,1325.5999755859375,1336.1500244140625,1320.0,1323.5999755859375,1294.02099609375,2127677
2020-01-16,1327.699951171875,1332.9000244140625,1317.4000244140625,1319.300048828125,1289.817138671875,1773135
2020-01-17,1320.5999755859375,1325.949951171875,1302.0,1304.199951171875,1275.0545654296875,2941837
2020-01-20,1313.949951171875,1319.9000244140625,1306.5,1309.5999755859375,1280.3338623046875,2542477
2020-01-21,1304.75,1313.9000244140625,1300.449951171875,1302.3499755859375,1273.245849609375,1361576
2020-01-22,1311.0,1312.0,1292.0,1294.199951171875,1265.278076171875,2449753
2020-01-23,1307.0,1339.8499755859375,1306.0,1332.300048828125,1302.526611328125,10056067
2020-01-24,1332.0,1367.8499755859375,1332.0,1359.199951171875,1328.825439453125,5837319
2020-01-27,1340.0,1364.9000244140625,1340.0,1348.5999755859375,1318.46240234375,2510013
2020-01-28,1350.9000244140625,1355.0,1338.0,1346.6500244140625,1316.5560302734375,2352852
2020-01-29,1353.0999755859375,1374.949951171875,1352.0999755859375,1365.699951171875,1335.18017578125,3678474
2020-01-30,1365.949951171875,1376.800048828125,1353.0,1370.199951171875,1339.57958984375,2743506
2020-01-31,1375.949951171875,1377.0,1360.449951171875,1369.300048828125,1338.6998291015625,3939306
2020-02-03,1290.0,1303.9000244140625,1272.0,1286.6500244140625,1257.896728515625,5767353
2020-02-04,1296.0,1307.300048828125,1287.550048828125,1291.75,1262.8828125,3604309
2020-02-05,1297.9000244140625,1325.0,1295.0,1310.050048828125,1280.77392578125,4220104
2020-02-06,1322.9000244140625,1325.0,1309.050048828125,1317.5999755859375,1288.1551513671875,2354458
2020-02-07,1313.050048828125,1314.4000244140625,1296.0,1299.0,1269.9708251953125,3053804
2020-02-10,1300.0,1302.449951171875,1273.0999755859375,1285.300048828125,1256.5770263671875,3039992
2020-02-11,1292.0,1298.949951171875,1284.0,1286.9000244140625,1258.14111328125,2200796
2020-02-12,1289.0999755859375,1299.8499755859375,1280.0,1297.300048828125,1268.308837890625,2568696
2020-02-13,1299.0,1299.8499755859375,1285.0,1292.25,1263.37158203125,1545536
2020-02-14,1295.0,1304.949951171875,1290.5999755859375,1295.1500244140625,1266.2069091796875,1780119
2020-02-17,1297.0,1297.8499755859375,1277.0,1280.199951171875,1251.5909423828125,2155085
2020-02-18,1281.5,1289.800048828125,1266.449951171875,1286.3499755859375,1257.6033935546875,2347917
2020-02-19,1298.0,1299.0,1276.5999755859375,1281.4000244140625,1252.7640380859375,1820353
2020-02-20,1279.9000244140625,1288.9000244140625,1275.300048828125,1280.5999755859375,1251.98193359375,3034681
2020-02-24,1271.9000244140625,1271.9000244140625,1252.6500244140625,1259.699951171875,1231.5489501953125,3414064
2020-02-25,1262.199951171875,1265.6500244140625,1240.1500244140625,1242.050048828125,1214.2935791015625,3133077
2020-02-26,1235.0,1238.0,1206.0,1211.1500244140625,1184.0841064453125,5721483
2020-02-27,1212.3499755859375,1216.949951171875,1200.0,1210.3499755859375,1183.3017578125,4003149
2020-02-28,1189.6500244140625,1196.449951171875,1162.0,1187.550048828125,1161.011474609375,6286647
2020-03-02,1205.0,1212.3499755859375,1150.550048828125,1160.9000244140625,1134.95703125,3177486
2020-03-03,1166.0,1186.800048828125,1162.050048828125,1181.300048828125,1154.901123046875,3134527
2020-03-04,1185.0,1187.8499755859375,1158.0,1176.6500244140625,1150.35498046875,3135151
2020-03-05,1180.0999755859375,1187.25,1166.199951171875,1182.449951171875,1156.025390625,2625152
2020-03-06,1148.0,1164.0,1130.8499755859375,1158.9000244140625,1133.001708984375,3956575
2020-03-09,1135.800048828125,1135.800048828125,1067.300048828125,1101.949951171875,1077.3243408203125,8038295
2020-03-11,1090.0,1120.949951171875,1085.800048828125,1116.949951171875,1091.989013671875,5628125
2020-03-12,1070.0,1070.050048828125,1004.0999755859375,1016.5499877929688,993.8328247070312,9200130
2020-03-13,950.0,1060.449951171875,890.0,1051.449951171875,1027.952880859375,8117911
2020-03-16,1014.25,1042.0,961.9000244140625,968.7000122070312,947.0521240234375,6671806
2020-03-17,972.0,1005.0,940.1500244140625,956.75,935.369140625,4720207
2020-03-18,968.0,974.75,900.0,904.5499877929688,884.335693359375,5586097
2020-03-19,873.9000244140625,884.0,837.7000122070312,843.0999755859375,824.2589111328125,7251950
