Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,569.4000244140625,572.9000244140625,566.8499755859375,571.9500122070312,568.28662109375,918373
2020-01-02,572.5499877929688,575.0,570.5,573.5499877929688,569.8763427734375,1075642
2020-01-03,574.0,588.5,572.8499755859375,585.0499877929688,581.302734375,3269446
2020-01-06,585.0,592.2000122070312,579.4500122070312,582.0,578.272216796875,3589985
2020-01-07,582.0,587.75,579.0499877929688,584.25,580.5078125,3179728
2020-01-08,583.0,593.0,578.0,585.75,581.9982299804688,3593096
2020-01-09,586.0,588.1500244140625,579.25,580.2999877929688,576.5830688476562,2313648
2020-01-10,582.0,589.7999877929688,577.4000244140625,580.3499755859375,576.6328125,2049636
2020-01-13,583.9500122070312,590.0,581.0,586.5,582.743408203125,4096054
2020-01-14,587.2000122070312,597.4000244140625,587.1500244140625,594.2999877929688,590.493408203125,3395378
2020-01-15,597.0,598.2999877929688,591.7000122070312,595.75,591.9341430664062,2348102
2020-01-16,597.0,598.2999877929688,586.75,593.25,589.4501953125,2107442
2020-01-17,585.0,602.0,585.0,598.7999877929688,594.964599609375,4555694
2020-01-20,618.0,618.0,584.0999755859375,589.25,585.475830078125,10272118
2020-01-21,589.2999877929688,593.25,582.3499755859375,584.0499877929688,580.30908203125,2640668
2020-01-22,585.2000122070312,595.0,581.5,590.6500244140625,586.8668212890625,4402650
2020-01-23,590.0999755859375,599.9500122070312,587.0,598.9500122070312,595.1136474609375,6089397
2020-01-24,599.0,609.0,595.5,607.7000122070312,605.8306274414062,3551260
2020-01-27,607.7000122070312,608.0,601.75,604.3499755859375,602.4909057617188,2450421
2020-01-28,607.2999877929688,607.3499755859375,592.5999755859375,601.4500122070312,599.599853515625,5330709
2020-01-29,605.0,611.5,602.2000122070312,608.8499755859375,606.97705078125,4281329
2020-01-30,612.0,613.8499755859375,603.6500244140625,607.8499755859375,605.9801025390625,3334901
2020-01-31,607.8499755859375,608.9000244140625,589.5999755859375,591.4000244140625,589.5807495117188,3590768
2020-02-03,591.4000244140625,593.6500244140625,577.5,579.0999755859375,577.3185424804688,4024193
2020-02-04,583.0,589.25,582.5,586.5,584.69580078125,3246094
2020-02-05,589.4000244140625,598.5,586.0,595.5999755859375,593.767822265625,3006324
2020-02-06,598.9500122070312,613.0,598.0,599.7000122070312,597.855224609375,4704968
2020-02-07,601.6500244140625,609.2000122070312,599.1500244140625,607.7000122070312,605.8306274414062,2865379
2020-02-10,608.9000244140625,611.5499877929688,601.6500244140625,604.9000244140625,603.0392456054688,2286213
2020-02-11,606.0,613.75,605.7000122070312,610.6500244140625,608.7715454101562,2458748
2020-02-12,613.0,620.5,610.2999877929688,614.0999755859375,612.2108764648438,4873027
2020-02-13,612.0,613.9500122070312,604.0499877929688,612.4500122070312,610.5659790039062,2090363
2020-02-14,612.4500122070312,623.25,612.25,621.6500244140625,619.7377319335938,3650630
2020-02-17,623.0,623.5,612.3499755859375,613.4500122070312,611.5629272460938,2190578
2020-02-18,613.4500122070312,615.7999877929688,605.1500244140625,607.0499877929688,605.1825561523438,5237465
2020-02-19,614.4500122070312,618.25,604.0,605.75,603.8865966796875,3799862
2020-02-20,611.0,612.9500122070312,605.1500244140625,608.0499877929688,606.1795043945312,4820313
2020-02-24,608.0,609.0,591.5,595.1500244140625,593.3192138671875,4070143
2020-02-25,595.5,595.7000122070312,575.0,582.4500122070312,580.6582641601562,5525575
2020-02-26,576.9000244140625,589.0499877929688,575.5,583.5999755859375,581.8046875,5460070
2020-02-27,582.0999755859375,582.4000244140625,568.0,573.0499877929688,571.2871704101562,4078174
2020-02-28,560.0,564.0,531.2000122070312,534.3499755859375,532.7062377929688,7894806
2020-03-02,541.0499877929688,565.8499755859375,537.8499755859375,549.7000122070312,548.009033203125,8175982
2020-03-03,556.0,568.75,555.0,565.0499877929688,563.311767578125,4682284
2020-03-04,569.0,575.4000244140625,561.0,563.0999755859375,561.3677978515625,5175180
2020-03-05,568.0,581.9000244140625,563.1500244140625,576.4000244140625,574.6268920898438,6061347
2020-03-06,570.0,573.9500122070312,559.5499877929688,566.2000122070312,564.458251953125,3288548
2020-03-09,555.0,558.0,536.4500122070312,540.4500122070312,538.7874755859375,3699776
2020-03-11,526.75,542.6500244140625,514.0,536.7999877929688,535.148681640625,4850031
2020-03-12,521.0,527.7999877929688,486.3500061035156,493.3500061035156,491.8323669433594,5321388
2020-03-13,460.0,517.25,395.95001220703125,492.8999938964844,491.38372802734375,6859998
2020-03-16,469.0,479.79998779296875,446.8500061035156,450.70001220703125,449.3135681152344,5281571
2020-03-17,450.0,478.6000061035156,443.3500061035156,450.6499938964844,449.2637023925781,5148153
2020-03-18,455.0,464.79998779296875,429.04998779296875,434.25,432.9141540527344,4936397
2020-03-19,418.8999938964844,434.6000061035156,375.25,413.45001220703125,412.17816162109375,9270044
2020-03-20,413.5,461.95001220703125,411.8500061035156,444.8999938964844,443.5314025878906,11916337
2020-03-23,415.0,444.0,400.45001220703125,417.1499938964844,415.86676025390625,9525470
2020-03-24,413.0,458.8500061035156,411.8500061035156,442.04998779296875,440.6901550292969,9915953
2020-03-25,432.0,468.0,417.75,457.6000061035156,456.1923522949219,11976272
2020-03-26,461.1000061035156,466.75,441.1000061035156,447.70001220703125,446.3227844238281,9504717
2020-03-27,450.25,457.45001220703125,420.5,430.6499938964844,429.3252258300781,9150873
2020-03-30,410.0,438.6499938964844,410.0,419.0,417.7110595703125,6325701
